iter	RMSE
397	0.09313727581
398	0.09306206408
399	0.09298958396
400	0.0929058579
401	0.09281985989
402	0.09273398624
403	0.09265599028
404	0.09255326102
405	0.09249378337
406	0.09241404278
407	0.09233611968
408	0.09228723627
409	0.09221257147
410	0.09213826137
411	0.09202732892
412	0.09197346262
413	0.09189334221
414	0.09183872573
415	0.09182094748
416	0.09175010911
417	0.09163247133
418	0.0915400644
419	0.09146431459
420	0.09137874586
421	0.09128093887
422	0.09117920073
423	0.09111536278
424	0.09105793588
425	0.09097534191
426	0.09090140435
427	0.09084537516
428	0.09077310675
429	0.09074885595
430	0.09070695198
431	0.09065608266
432	0.09057442719
433	0.09046240911
434	0.09035824938
435	0.09021139536
436	0.09009783252
437	0.09004657302
438	0.08998659098
439	0.08991089474
440	0.08983047549
441	0.08975892872
442	0.08968927905
443	0.08964324209
444	0.08960041735
445	0.0895006786
446	0.08938673519
447	0.08932426488
448	0.08918078873
449	0.08914979001
450	0.08906395172
451	0.08898287435
452	0.08892447476
453	0.08888821366
454	0.08881727142
455	0.08877267702
456	0.08875021204
457	0.08871256019
458	0.0886695709
459	0.08861420493
460	0.08851748968
461	0.08844376729
462	0.08838459153
463	0.08832212538
464	0.08826544628
465	0.08819876558
466	0.08810845697
467	0.08806048202
468	0.08798291312
469	0.0879130912
470	0.08778373468
471	0.0876895669
472	0.08768956658
473	0.08766014556
474	0.08760273829
475	0.08754233346
476	0.08746435951
477	0.08734232681
478	0.08730085858
479	0.08718444394
480	0.08711425224
481	0.08707657098
482	0.08700817719
483	0.08695400473
484	0.08685948684
485	0.08682229566
486	0.08675370134
487	0.08665805003
488	0.08657742687
489	0.08656134724
490	0.08654055455
491	0.08646161968
492	0.0864179897
493	0.08632593259
494	0.08627026544
495	0.08623318727
496	0.08613960489
497	0.08609150448
498	0.08603825216
499	0.08594193844
500	0.08587390582
501	0.08581456917
502	0.08572714817
503	0.08567224164
504	0.0855624975
505	0.08550204159
506	0.08544217826
507	0.0854012649
508	0.08536406406
509	0.08532047396
510	0.08526429823
511	0.08517362229
512	0.08509576587
513	0.08504206716
514	0.08497389932
515	0.08491025322
516	0.08485268301
517	0.08476895257
518	0.08469407167
519	0.0846404192
520	0.08459766623
521	0.08452150684
522	0.08444583173
523	0.08437506083
524	0.0843060911
525	0.08426094846
526	0.08417687
527	0.08413701812
528	0.08408095689
529	0.08405941672
530	0.08401634353
531	0.08392116547
532	0.08385584905
533	0.08380308431
534	0.0837774257
535	0.08371485849
536	0.08366134857
537	0.08361307805
538	0.0835771141
539	0.0835268391
540	0.0834622032
541	0.08339465959
542	0.08333913969
543	0.08327342481
544	0.08318372705
545	0.08311913053
546	0.08304795089
547	0.08295438446
548	0.08292451117
549	0.0828938856
550	0.08283889346
551	0.08277882208
552	0.08273193114
553	0.08268726264
554	0.08261553161
555	0.08258258186
556	0.08249564626
557	0.08244590966
558	0.08240394909
559	0.08236703968
560	0.08231740432
561	0.0822443453
562	0.08220650967
563	0.08218627675
564	0.08212098091
565	0.08205282329
566	0.08198579439
567	0.08194923152
568	0.08186652712
569	0.08181683584
570	0.08177056509
571	0.08167665522
572	0.08164475642
573	0.08160817849
574	0.0815620432
575	0.08153989377
576	0.0814562952
577	0.0813879814
578	0.08133845204
579	0.08130255532
580	0.08127472968
581	0.08120657791
582	0.0811496985
583	0.08108358601
584	0.08102737024
585	0.08096436242
586	0.08089676151
587	0.08078577265
588	0.08073216683
589	0.08069800412
590	0.08064722955
591	0.0806069366
592	0.0805463716
593	0.0804725046
594	0.08042919372
595	0.08037024148
596	0.0803267538
597	0.08028169998
598	0.0802335857
599	0.08018631248
600	0.08011511405
601	0.08004763046
602	0.07998861203
603	0.07993482219
604	0.07983350648
605	0.0798229208
606	0.07980904724
607	0.07974684309
608	0.07969156353
609	0.07962734044
610	0.07956838237
611	0.07950218385
612	0.07948931461
613	0.07942624673
614	0.07938751123
615	0.0793642124
616	0.07930002111
617	0.07924190644
618	0.07919742924
619	0.07912129003
620	0.07905356508
621	0.07899815072
622	0.07896567839
623	0.07892864172
624	0.07888062074
625	0.07882921284
626	0.07879549313
627	0.07874796105
628	0.07866448132
629	0.07863127689
630	0.07856572098
631	0.07853830092
632	0.07848869309
633	0.07844276947
634	0.07840724952
635	0.07832330611
636	0.07826683182
637	0.07819480163
638	0.07816287248
639	0.07810707081
640	0.0780609496
641	0.07799356102
642	0.07795535374
643	0.07791126733
644	0.07782112712
645	0.0777895811
646	0.07773301264
647	0.07770049414
648	0.07765394687
649	0.07757999513
650	0.07753706174
651	0.07749417916
652	0.07742426522
653	0.07740163224
654	0.07733333595
655	0.07727691364
656	0.07722545713
657	0.07719890299
658	0.07714426963
659	0.07708456788
660	0.07703867847
661	0.07697597022
662	0.07693451582
663	0.07692145935
664	0.07689169928
665	0.07685733219
666	0.0768092994
667	0.0767748904
668	0.07672392879
669	0.07666767573
670	0.07661714381
671	0.07654680547
672	0.07648866262
673	0.07644551789
674	0.07639103041
675	0.07633179709
676	0.07630252898
677	0.07625388533
678	0.07618688994
679	0.07613356398
680	0.0760756959
681	0.07600639504
682	0.07595673408
683	0.07593152526
684	0.0758916829
685	0.07580776195
686	0.07577290359
687	0.07574174357
688	0.07570930945
689	0.07566459531
690	0.07559943639
691	0.07555483031
692	0.07553763731
693	0.07551305296
694	0.07546735841
695	0.07544797531
696	0.07540287756
697	0.07534286398
698	0.07530304372
699	0.07527214843
700	0.07520571365
701	0.07515892441
702	0.07510727567
703	0.07505543168
704	0.07497202426
705	0.07492708636
706	0.0748835471
707	0.07486389475
708	0.0748075631
709	0.07477526595
710	0.07476359591
711	0.07473192152
712	0.07469459921
713	0.07462885416
714	0.07458292415
715	0.07452255718
716	0.07446288757
717	0.07443923957
718	0.07438789596
719	0.07434452002
720	0.07433190398
721	0.07430007617
722	0.07425750826
723	0.07419364131
724	0.07418233686
725	0.07411608567
726	0.07410013538
727	0.07405701181
728	0.07403372095
729	0.07399573334
730	0.07395297144
731	0.07392001463
732	0.07383413106
733	0.07375604607
734	0.07371163915
735	0.07370438729
736	0.07367657565
737	0.07365668085
738	0.07359642551
739	0.07356116117
740	0.07351304976
741	0.07348115792
742	0.07340657913
743	0.07337830928
744	0.07333499871
745	0.07330422258
746	0.07327187151
747	0.07321861882
748	0.07321097911
749	0.07314358509
750	0.07311441536
751	0.07302274711
752	0.07299044172
753	0.07291796233
754	0.0728641458
755	0.07284995067
756	0.07278843122
757	0.07274070138
758	0.07269949983
759	0.07264010625
760	0.07258754965
761	0.07254068414
762	0.07249594935
763	0.07244350527
764	0.07238980466
765	0.07232498372
766	0.07227627049
767	0.07224882711
768	0.072220258
769	0.07220138851
770	0.07216565841
771	0.07213121065
772	0.07208309549
773	0.07207428873
774	0.07203790571
775	0.0720379057
776	0.07201811772
777	0.07199546318
778	0.07195374984
779	0.0719296352
780	0.07186509337
781	0.07184242944
782	0.07178958907
783	0.07174936757
784	0.07168516282
785	0.07164110479
786	0.07160120177
787	0.07154546061
788	0.07146970396
789	0.07145207374
790	0.07142618615
791	0.07138839837
792	0.07138163042
793	0.07133451923
794	0.0712941382
795	0.0712466139
796	0.07120968628
797	0.07114827351
798	0.07112273502
799	0.07105524185
800	0.07102622686
801	0.07098437091
802	0.0709256329
803	0.07090871472
804	0.07086627377
805	0.07081310382
806	0.07078596047
807	0.07073230226
808	0.07069916712
809	0.07067029846
810	0.07064171775
811	0.07062351811
812	0.07058555247
813	0.07053775103
814	0.07049610087
815	0.07043562121
816	0.07037961333
817	0.07033477917
818	0.07029863577
819	0.0702635975
820	0.07024852645
821	0.07022588028
822	0.07019347905
823	0.07017755056
824	0.07012454448
825	0.0700910938
826	0.07003509135
827	0.06997230933
828	0.06990474146
829	0.06986538424
830	0.06981051478
831	0.06976464504
832	0.06972627809
833	0.06970046614
834	0.06962455988
835	0.06961734428
836	0.06957987488
837	0.06955750964
838	0.06954652964
839	0.06949487014
840	0.06945670828
841	0.06942477151
842	0.06938906785
843	0.06935576741
844	0.06931405429
845	0.06926885356
846	0.06923467306
847	0.06918991772
848	0.06910921119
849	0.0690615027
850	0.06901601537
851	0.06899498018
852	0.06893558774
853	0.06890524352
854	0.06884958528
855	0.06881122335
856	0.06878589462
857	0.06878057428
858	0.06875606723
859	0.06871336312
860	0.06867376396
861	0.06863944835
862	0.06860202177
863	0.06855023831
864	0.06853393182
865	0.06850313798
866	0.06848515953
867	0.06845608294
868	0.06842810492
869	0.06837914273
870	0.06832547267
871	0.0682863823
872	0.06827798083
873	0.06823604025
874	0.06819625632
875	0.06816111931
876	0.06811659589
877	0.06807362905
878	0.06806521302
879	0.06805970172
880	0.06805970099
881	0.06805788588
882	0.06801983269
883	0.06794780439
884	0.06791978236
885	0.06789841196
886	0.06786963255
887	0.06782399284
888	0.06779124207
889	0.06775086588
890	0.06772335378
891	0.06765572971
892	0.06760089189
893	0.0675724742
894	0.06751240474
895	0.0674565979
896	0.06741026832
897	0.06739057212
898	0.06736657961
899	0.06730347854
900	0.06727327204
901	0.06724949846
902	0.06723104713
903	0.06719620598
904	0.06714338312
905	0.06711945786
906	0.06706771277
907	0.06702025516
908	0.06698406454
909	0.0669464314
910	0.06692592648
911	0.06691759178
912	0.06688769068
913	0.06686104513
914	0.066847522
915	0.0667806575
916	0.06674972028
917	0.06672258059
918	0.06667980653
919	0.0666490051
920	0.06660739894
921	0.06660184044
922	0.06656614487
923	0.06656280911
924	0.06652087283
925	0.06647046956
926	0.06643602589
927	0.06639748018
928	0.06639154081
929	0.06636016387
930	0.06633062536
931	0.06629621689
932	0.06626382803
933	0.06622401637
934	0.06618988135
935	0.06618135296
936	0.06614849628
937	0.06612575257
938	0.06608898767
939	0.06605994082
940	0.06602772027
941	0.06599510457
942	0.06597149606
943	0.06591910907
944	0.06590737812
945	0.06584367921
946	0.0658361822
947	0.06581472146
948	0.06575697147
949	0.06573738719
950	0.06567196482
951	0.06565963618
952	0.06563000276
953	0.06561791689
954	0.06557737534
955	0.06556889169
956	0.06554425814
957	0.06552742812
958	0.06551569887
959	0.06549654503
960	0.0654807681
961	0.06545577086
962	0.06543082709
963	0.06542340199
964	0.06539144264
965	0.06533278532
966	0.06528329598
967	0.06526034757
968	0.06520859089
969	0.06514088249
970	0.06513708194
971	0.06512241623
972	0.06510561121
973	0.06506440401
974	0.06500730413
975	0.06498125965
976	0.0649547091
977	0.06493084489
978	0.06489088277
979	0.06485625097
980	0.06481192435
981	0.06477487218
982	0.0647065116
983	0.0646751632
984	0.06465703141
985	0.06462386226
986	0.06458177941
987	0.06456667122
988	0.06451367352
989	0.06446451145
990	0.06442427107
991	0.06438258457
992	0.06435516722
993	0.06432737824
994	0.06430455232
995	0.06428310074
996	0.06424804684
997	0.06419220693
998	0.06416669746
999	0.06415461822
1000	0.06410276225
1001	0.06406732162
1002	0.06403184764
1003	0.06400109997
1004	0.06396624726
1005	0.06392600965
1006	0.0638999789
1007	0.06388132568
1008	0.06382945121
1009	0.06381114314
1010	0.0637655969
1011	0.06374425293
1012	0.06372150011
1013	0.06366364812
1014	0.06363778236
1015	0.06360209673
1016	0.06358610412
1017	0.06353037161
1018	0.06351489333
1019	0.06350308934
1020	0.0634613065
1021	0.06343674197
1022	0.06339948904
1023	0.06337335025
1024	0.06333274737
1025	0.06330658874
1026	0.06329234119
1027	0.06328143301
1028	0.0632483505
1029	0.06321940989
1030	0.06319403579
1031	0.06316773674
1032	0.06313894779
1033	0.0630922576
1034	0.06306310171
1035	0.06301144252
1036	0.06299059482
1037	0.06293812751
1038	0.06290307991
1039	0.06287748048
1040	0.06284685501
1041	0.06284028519
1042	0.0628324988
1043	0.06278748109
1044	0.06275700274
1045	0.06273629605
1046	0.06270169816
1047	0.06269675112
1048	0.06265196438
1049	0.06261099998
1050	0.06256581533
1051	0.06252778252
1052	0.06246828202
1053	0.06243150164
1054	0.06239478516
1055	0.06235376527
1056	0.06229123108
1057	0.06228531514
1058	0.06226431145
1059	0.06223689255
1060	0.06220681871
1061	0.06216965834
1062	0.06216553831
1063	0.06215360099
1064	0.06212049051
1065	0.06210009425
1066	0.06206756761
1067	0.06202560888
1068	0.06201883875
1069	0.06200126373
1070	0.06196786171
1071	0.061920134
1072	0.06188996832
1073	0.06187778804
1074	0.06187085402
1075	0.06186444345
1076	0.06184872484
1077	0.0618260808
1078	0.06180591413
1079	0.06175982245
1080	0.06172788104
1081	0.06170449564
1082	0.0616615308
1083	0.06163183966
1084	0.06160726368
1085	0.06157129977
1086	0.06156475943
1087	0.06154549555
1088	0.06149834946
1089	0.06144473044
1090	0.06144419031
1091	0.06140842406
1092	0.06139133893
1093	0.06135047617
1094	0.06131951274
1095	0.06128412132
1096	0.0612482901
1097	0.06121546301
1098	0.06118015078
1099	0.06113819333
1100	0.06110786622
1101	0.06105049282
1102	0.06100576239
1103	0.06099992816
1104	0.06096477858
1105	0.0609570166
1106	0.06093597335
1107	0.06088488966
1108	0.06086602595
1109	0.06085657071
1110	0.06083673253
1111	0.0608013699
1112	0.06077487278
1113	0.06073686655
1114	0.06071605523
1115	0.06068388529
1116	0.06066878909
1117	0.06063721295
1118	0.06062180984
1119	0.06059225377
1120	0.06055967676
1121	0.06052719928
1122	0.06050669846
1123	0.06044626734
1124	0.06041320615
1125	0.06036915061
1126	0.06036511252
1127	0.06035417582
1128	0.06032568592
1129	0.06030485913
1130	0.06029992065
1131	0.06024891203
1132	0.06022947838
1133	0.06018239738
1134	0.06014399541
1135	0.06011366854
1136	0.06009487677
1137	0.06008131263
1138	0.06007134044
1139	0.06004250314
1140	0.06002009155
1141	0.05996573223
1142	0.05994420136
1143	0.0598977619
1144	0.05985805054
1145	0.05983679121
1146	0.0597877461
1147	0.05974594493
1148	0.05974035869
1149	0.0597392206
1150	0.05971300061
1151	0.05968075018
1152	0.05963638958
1153	0.05959648708
1154	0.0595441238
1155	0.05951952619
1156	0.0594992099
1157	0.05947174827
1158	0.05945378866
1159	0.05943873092
1160	0.05942499955
1161	0.05935711616
1162	0.05932929734
1163	0.05931303021
1164	0.05925673693
1165	0.05922171364
1166	0.05919070731
1167	0.05915923203
1168	0.05911983169
1169	0.05908330912
1170	0.05904570793
1171	0.05904146111
1172	0.05902496796
1173	0.05896863715
1174	0.05896343858
1175	0.05896099117
1176	0.05893065959
1177	0.05892112614
1178	0.05887496188
1179	0.05885103284
1180	0.05882767806
1181	0.05878985442
1182	0.05876554619
1183	0.05872824775
1184	0.05869245528
1185	0.05867828962
1186	0.05864600631
1187	0.05863361215
1188	0.05860940419
1189	0.05857016235
1190	0.05851951463
1191	0.05849820278
1192	0.05849347375
1193	0.05846943942
1194	0.05843337925
1195	0.05841472047
1196	0.05837801729
1197	0.05832358784
1198	0.05832053587
1199	0.05827604571
1200	0.05824563588
1201	0.05821722627
1202	0.0582037254
1203	0.0581571241
1204	0.05813731831
1205	0.05812280891
1206	0.05811088857
1207	0.05808258475
1208	0.05805715003
1209	0.05801258586
1210	0.05799253711
1211	0.0579778257
1212	0.05797280735
1213	0.05795307275
1214	0.05792582779
1215	0.05789524667
1216	0.05787412786
1217	0.05785441148
1218	0.05783179914
1219	0.05777272866
1220	0.05772266199
1221	0.05768921457
1222	0.05766437925
1223	0.05766437827
1224	0.05764015115
1225	0.05762247724
1226	0.05759554712
1227	0.05756728474
1228	0.05750136091
1229	0.05747040402
1230	0.05744637776
1231	0.05742888076
1232	0.05738518323
1233	0.0573490026
1234	0.05733076028
1235	0.05728208992
1236	0.05725654176
1237	0.05721009226
1238	0.05718617245
1239	0.05717735805
1240	0.05715542149
1241	0.05714542263
1242	0.0571382183
1243	0.05713391168
1244	0.05709952356
1245	0.05707701745
1246	0.05704590649
1247	0.05701662632
1248	0.05697749707
1249	0.0569284263
1250	0.05691610572
1251	0.05686536984
1252	0.05683713395
1253	0.05680153723
1254	0.0567863857
1255	0.05674898472
1256	0.05674602492
1257	0.05671377884
1258	0.05667297958
1259	0.05666078496
1260	0.05662124343
1261	0.05659713133
1262	0.05656087082
1263	0.05654581941
1264	0.05652787107
1265	0.0564737921
1266	0.05646883592
1267	0.05641661286
1268	0.05639686084
1269	0.05636194224
1270	0.05633238693
1271	0.05631125109
1272	0.05628886496
1273	0.05624097492
1274	0.0562204078
1275	0.05619292943
1276	0.05612972549
1277	0.05611392556
1278	0.0560865786
1279	0.05605842741
1280	0.05602440198
1281	0.05598451042
1282	0.05595050727
1283	0.05593326066
1284	0.05592969371
1285	0.05591355605
1286	0.05583734852
1287	0.05581634506
1288	0.0557944058
1289	0.05574459312
1290	0.05573520815
1291	0.0557221311
1292	0.05567994563
1293	0.0556584527
1294	0.05563570204
1295	0.05560239521
1296	0.05555457984
1297	0.0555404616
1298	0.05550447609
1299	0.05543932793
1300	0.05541569589
1301	0.05538811498
1302	0.05536751114
1303	0.05533287338
1304	0.05531087346
1305	0.05529274634
1306	0.05526620008
1307	0.05526194794
1308	0.05523566766
1309	0.0552166331
1310	0.05519514526
1311	0.05517535927
1312	0.05514523104
1313	0.05510573277
1314	0.05508363532
1315	0.05505906262
1316	0.05502963816
1317	0.05501536396
1318	0.05498637366
1319	0.05495843806
1320	0.05493874642
1321	0.0549262859
1322	0.05491855626
1323	0.05489007886
1324	0.05488438906
1325	0.05485570046
1326	0.05484726266
1327	0.0548316903
1328	0.05480743518
1329	0.05478566561
1330	0.05478198118
1331	0.05476491256
1332	0.05475148511
1333	0.05473523451
1334	0.05469950628
1335	0.05467955484
1336	0.05464701189
1337	0.05460537542
1338	0.05457434488
1339	0.05455506066
1340	0.05451407411
1341	0.05445632936
1342	0.05443740913
1343	0.05441556381
1344	0.0544015219
1345	0.05436994097
1346	0.05433984435
1347	0.05432047254
1348	0.05429933166
1349	0.05429637511
1350	0.05426317158
1351	0.05424023481
1352	0.05420463835
1353	0.05418152191
1354	0.05414961691
1355	0.05411948925
1356	0.0540979478
1357	0.05409045396
1358	0.05405790593
1359	0.05402558133
1360	0.05401559011
1361	0.05395481219
1362	0.0539444901
1363	0.05392295641
1364	0.05389713491
1365	0.05385560779
1366	0.05382024575
1367	0.05379779066
1368	0.05379463597
1369	0.05376866646
1370	0.0537448109
1371	0.0537163302
1372	0.05370322913
1373	0.05368960308
1374	0.05365939644
1375	0.05364407692
1376	0.05362766031
1377	0.05360706918
1378	0.05358449224
1379	0.05356518638
1380	0.05353763237
1381	0.0535168991
1382	0.05351486781
1383	0.05347483424
1384	0.05343411854
1385	0.05338594141
1386	0.05333786007
1387	0.05332439912
1388	0.05329069931
1389	0.05325624784
1390	0.05323613198
1391	0.05319492741
1392	0.05317574266
1393	0.05314100792
1394	0.05311009609
1395	0.05309330345
1396	0.05307207865
1397	0.05302998111
1398	0.05299390305
1399	0.05296817431
1400	0.05293097257
1401	0.05290587716
1402	0.05285891096
1403	0.05281698759
1404	0.0527798858
1405	0.05275511677
1406	0.05273249683
1407	0.05271572885
1408	0.05270392669
1409	0.05269390707
1410	0.05268408262
1411	0.05265767219
1412	0.05263478778
1413	0.05260938765
1414	0.0525853629
1415	0.05256799325
1416	0.05254281649
1417	0.05253548392
1418	0.05251278053
1419	0.05249055941
1420	0.05247387538
1421	0.05245156417
1422	0.05243748374
1423	0.05242759272
1424	0.05239631187
1425	0.05237526119
1426	0.05235225849
1427	0.05232248795
1428	0.05229364506
1429	0.05228220236
1430	0.05227127279
1431	0.0522455287
1432	0.05221276943
1433	0.05218790368
1434	0.0521700793
1435	0.05215203888
1436	0.05215066776
1437	0.05212816656
1438	0.05211013115
1439	0.05209541796
1440	0.05205906811
1441	0.05203372379
1442	0.05201589358
1443	0.05199814105
1444	0.05195339443
1445	0.05192289122
1446	0.05191154756
1447	0.05188715625
1448	0.0518691411
1449	0.05183152126
1450	0.05179459764
1451	0.05178139655
1452	0.05175512725
1453	0.05174261805
1454	0.05171551693
1455	0.05169608952
1456	0.05166977917
1457	0.05163900805
1458	0.05162219225
1459	0.05157845302
1460	0.05157845225
1461	0.05156043926
1462	0.05154591367
1463	0.0515348313
1464	0.05151182073
1465	0.05149421169
1466	0.0514598081
1467	0.05143012848
1468	0.05140503956
1469	0.0513803496
1470	0.05135284738
1471	0.05131750437
1472	0.05128768001
1473	0.05125951329
1474	0.05124154593
1475	0.05120848074
1476	0.05119532538
1477	0.05117807799
1478	0.05114943043
1479	0.05112784681
1480	0.05108517819
1481	0.05106747542
1482	0.05106289572
1483	0.05104935398
1484	0.05102301201
1485	0.05099184004
1486	0.05094636444
1487	0.05091830507
1488	0.05090547066
1489	0.0508782246
1490	0.05085342371
1491	0.05084246572
1492	0.05082085195
1493	0.05080378492
1494	0.05077522537
1495	0.0507595461
1496	0.05074320756
1497	0.05073378887
1498	0.05071405321
1499	0.05070230019
1500	0.0506845024
