iter	RMSE
1501	0.05066899588
1502	0.05064148651
1503	0.05062901456
1504	0.05061000529
1505	0.05058720986
1506	0.05055722323
1507	0.05054382284
1508	0.05051891746
1509	0.05049170023
1510	0.05047426457
1511	0.05044953455
1512	0.05042038209
1513	0.05040630591
1514	0.05038618842
1515	0.05036956975
1516	0.05035370438
1517	0.05034805808
1518	0.05031132507
1519	0.05029899062
1520	0.05029006073
1521	0.05028580259
1522	0.05026764639
1523	0.05025597762
1524	0.05024493334
1525	0.05021637951
1526	0.05019429973
1527	0.05014088623
1528	0.05013882444
1529	0.05011860226
1530	0.05009270732
1531	0.05008754633
1532	0.0500609481
1533	0.05002533959
1534	0.0500008184
1535	0.04997710684
1536	0.04994732282
1537	0.04991158136
1538	0.04988602758
1539	0.04985763425
1540	0.04984088134
1541	0.04982085989
1542	0.04980488969
1543	0.04978760131
1544	0.04976427661
1545	0.04975997321
1546	0.04974532804
1547	0.0497221047
1548	0.04968621903
1549	0.04966935415
1550	0.04965379598
1551	0.04962709518
1552	0.04958575629
1553	0.04956795787
1554	0.04956488483
1555	0.04956009724
1556	0.04954426355
1557	0.0495309897
1558	0.04952148257
1559	0.04951871133
1560	0.04949090857
1561	0.04947524453
1562	0.04945772504
1563	0.0494315886
1564	0.04941017114
1565	0.04939562124
1566	0.04938270409
1567	0.04935367343
1568	0.04934058944
1569	0.04932086369
1570	0.04930748861
1571	0.04928861123
1572	0.04925821715
1573	0.0492194132
1574	0.0491901917
1575	0.04913543873
1576	0.04911807934
1577	0.04909584302
1578	0.04909352662
1579	0.04907380974
1580	0.04904883619
1581	0.04904016228
1582	0.04903129035
1583	0.04901042845
1584	0.04899739167
1585	0.04895652382
1586	0.0489303383
1587	0.04891959473
1588	0.04889804344
1589	0.04887237104
1590	0.04885231501
1591	0.04883029705
1592	0.04879819878
1593	0.04878266323
1594	0.04876675035
1595	0.04875208368
1596	0.04872645555
1597	0.04869873245
1598	0.04868468021
1599	0.04865909274
1600	0.0486066157
1601	0.04860286815
1602	0.0485932469
1603	0.04858887965
1604	0.04856410715
1605	0.04853916276
1606	0.04852431481
1607	0.04850021491
1608	0.0484996098
1609	0.04848695489
1610	0.04847142855
1611	0.04846580115
1612	0.04844952961
1613	0.04843440463
1614	0.04839972665
1615	0.0483813099
1616	0.04835008002
1617	0.0483461735
1618	0.04832721918
1619	0.04830496258
1620	0.0482900226
1621	0.0482784799
1622	0.04825754831
1623	0.04822861055
1624	0.0482106217
1625	0.04819279063
1626	0.04817781449
1627	0.04815913136
1628	0.04815742525
1629	0.04813276257
1630	0.04809503682
1631	0.04807460933
1632	0.04805290451
1633	0.04801692866
1634	0.04800848196
1635	0.04799163785
1636	0.04796978531
1637	0.04794700002
1638	0.047934166
1639	0.04792305867
1640	0.04790111918
1641	0.04788136712
1642	0.04784579308
1643	0.04781956889
1644	0.04780429862
1645	0.04779493205
1646	0.04776170839
1647	0.047738047
1648	0.04771470429
1649	0.04769920711
1650	0.04768862987
1651	0.04768739867
1652	0.04766889623
1653	0.0476380954
1654	0.04761077825
1655	0.04756607003
1656	0.04755617152
1657	0.04754376912
1658	0.04752824103
1659	0.04750785844
1660	0.04749156868
1661	0.04745222363
1662	0.04744813145
1663	0.04743290939
1664	0.04741832264
1665	0.04738440912
1666	0.04736488988
1667	0.04734001057
1668	0.04732010903
1669	0.04730129358
1670	0.04728503002
1671	0.04726887383
1672	0.0472580239
1673	0.04722695761
1674	0.04722454952
1675	0.04722353515
1676	0.0471957268
1677	0.04717710325
1678	0.04715637143
1679	0.04713707434
1680	0.04710816428
1681	0.04709518701
1682	0.04708230781
1683	0.04706162606
1684	0.04704967057
1685	0.04703441186
1686	0.04703160382
1687	0.04700797984
1688	0.04699320026
1689	0.04698203318
1690	0.04695613201
1691	0.04694669468
1692	0.04692527491
1693	0.0469080704
1694	0.04687652128
1695	0.04686728837
1696	0.04684153873
1697	0.04680981993
1698	0.04677332715
1699	0.04675072789
1700	0.04671544059
1701	0.04669636079
1702	0.04669487
1703	0.04667978641
1704	0.0466658505
1705	0.04664841086
1706	0.04662862286
1707	0.04661791047
1708	0.04658666574
1709	0.04656838388
1710	0.04655901058
1711	0.04654757705
1712	0.04651507354
1713	0.04651171369
1714	0.04647730491
1715	0.04646487898
1716	0.0464273742
1717	0.04640553026
1718	0.04637313526
1719	0.04635263294
1720	0.04633373858
1721	0.04632267971
1722	0.04629436796
1723	0.04629059251
1724	0.04627479403
1725	0.04625891204
1726	0.04625041459
1727	0.04623814162
1728	0.04622416214
1729	0.04620901573
1730	0.04618759622
1731	0.04618600197
1732	0.04617819072
1733	0.04615454077
1734	0.04614416291
1735	0.04612131907
1736	0.04609863508
1737	0.04608838389
1738	0.04607739493
1739	0.0460686992
1740	0.04605144154
1741	0.04604902019
1742	0.04601142399
1743	0.04600471808
1744	0.0459955401
1745	0.04595975755
1746	0.04593623807
1747	0.04592609606
1748	0.04590528755
1749	0.04588167717
1750	0.04587358884
1751	0.0458556137
1752	0.04584199928
1753	0.04583563936
1754	0.0458208821
1755	0.04581449408
1756	0.04577366842
1757	0.04575713995
1758	0.04573659837
1759	0.04573372563
1760	0.04570964762
1761	0.04568969628
1762	0.04567712509
1763	0.04564721648
1764	0.04563213232
1765	0.04561675191
1766	0.0455952711
1767	0.04559272736
1768	0.04557207443
1769	0.04557143217
1770	0.04555850977
1771	0.04553759131
1772	0.0455317951
1773	0.04550835165
1774	0.04548896172
1775	0.04546691496
1776	0.04543444888
1777	0.04542972041
1778	0.04542417115
1779	0.04540186056
1780	0.04536612482
1781	0.04535548796
1782	0.0453418568
1783	0.04533819971
1784	0.04531542712
1785	0.04529072858
1786	0.0452710947
1787	0.0452399653
1788	0.04522737811
1789	0.04520413681
1790	0.04518777721
1791	0.04516762389
1792	0.04514934907
1793	0.04513592474
1794	0.04511960075
1795	0.04509834048
1796	0.04508171373
1797	0.04506073874
1798	0.04504834296
1799	0.04502058381
1800	0.04498763889
1801	0.04496799414
1802	0.04493298587
1803	0.04492744646
1804	0.04488580033
1805	0.04485943576
1806	0.04483887618
1807	0.04482090608
1808	0.04478753274
1809	0.04477939363
1810	0.04474740558
1811	0.04473163738
1812	0.04471265693
1813	0.04469658794
1814	0.04468454088
1815	0.04466627217
1816	0.04464524262
1817	0.04462531793
1818	0.04459624285
1819	0.04458189507
1820	0.04455431027
1821	0.04453138602
1822	0.04450791703
1823	0.04447989603
1824	0.04444881787
1825	0.04443707761
1826	0.04440776674
1827	0.04440382936
1828	0.04437713644
1829	0.04434412435
1830	0.04432341964
1831	0.04430827143
1832	0.04428257263
1833	0.04426233076
1834	0.04424792768
1835	0.04423083556
1836	0.0442109862
1837	0.04418660529
1838	0.04417499642
1839	0.04414746182
1840	0.04413795183
1841	0.04410820683
1842	0.04408776811
1843	0.04407078676
1844	0.04404763457
1845	0.04402613097
1846	0.04400666072
1847	0.04398543445
1848	0.04396046787
1849	0.0439413246
1850	0.04391869663
1851	0.0439177425
1852	0.04391309079
1853	0.04388855832
1854	0.04388607358
1855	0.04385648574
1856	0.04383146702
1857	0.04380798904
1858	0.04379219239
1859	0.04376187954
1860	0.04373930721
1861	0.04371009017
1862	0.04368426641
1863	0.04366439051
1864	0.04365586131
1865	0.0436504873
1866	0.04364148721
1867	0.04362397311
1868	0.0435965508
1869	0.04358835105
1870	0.04358555151
1871	0.04355704168
1872	0.04353647885
1873	0.04351745597
1874	0.04350539806
1875	0.04346929868
1876	0.04345242493
1877	0.04343506421
1878	0.04342696719
1879	0.04340879374
1880	0.043373612
1881	0.04335359546
1882	0.043326621
1883	0.04329925405
1884	0.04326847279
1885	0.04325829824
1886	0.04325525028
1887	0.04325338124
1888	0.04322970057
1889	0.04322033386
1890	0.0431921519
1891	0.04318718478
1892	0.04315697702
1893	0.04312625984
1894	0.04309309664
1895	0.04307930477
1896	0.04306679455
1897	0.04306332163
1898	0.04304921317
1899	0.04303115981
1900	0.04301156264
1901	0.04300118399
1902	0.04298487866
1903	0.04296478737
1904	0.04292973564
1905	0.04291054936
1906	0.04291022532
1907	0.04289193521
1908	0.04287681985
1909	0.04285036177
1910	0.04284927317
1911	0.04282247404
1912	0.04281153697
1913	0.04278718767
1914	0.04276432825
1915	0.04274377835
1916	0.04272037082
1917	0.04271331729
1918	0.04269744466
1919	0.04266523433
1920	0.04265094395
1921	0.04263443017
1922	0.04262195411
1923	0.04261208935
1924	0.04260159902
1925	0.04258916445
1926	0.0425750527
1927	0.04255411486
1928	0.04254096069
1929	0.04252125217
1930	0.04250985685
1931	0.042505854
1932	0.04249717378
1933	0.04247885014
1934	0.04246877264
1935	0.04245084251
1936	0.0424428205
1937	0.04242675091
1938	0.04241899267
1939	0.04240836514
1940	0.04240104982
1941	0.04238405676
1942	0.04236031474
1943	0.04231992417
1944	0.04230371324
1945	0.04229333893
1946	0.04228236969
1947	0.04226836988
1948	0.0422427066
1949	0.04222471856
1950	0.0422094078
1951	0.04219611435
1952	0.04218846543
1953	0.04216543505
1954	0.04213751248
1955	0.04213546865
1956	0.0421354676
1957	0.04212769767
1958	0.04210950427
1959	0.0420995921
1960	0.04208868169
1961	0.04206860449
1962	0.04206504684
1963	0.04204595712
1964	0.04203560184
1965	0.04202423339
1966	0.04201299312
1967	0.04199288945
1968	0.04197499177
1969	0.04195706151
1970	0.04193730005
1971	0.04191560327
1972	0.0418971543
1973	0.0418823485
1974	0.0418636204
1975	0.04182657311
1976	0.04181132439
1977	0.04180166057
1978	0.04178936076
1979	0.04175235031
1980	0.04172988476
1981	0.04170459885
1982	0.04169276115
1983	0.04167675683
1984	0.04166644189
1985	0.04164540724
1986	0.04163099331
1987	0.04162036665
1988	0.04159762357
1989	0.04159639083
1990	0.04157757658
1991	0.04155211517
1992	0.04154316018
1993	0.04152706346
1994	0.04150961029
1995	0.04150021236
1996	0.04148500527
1997	0.04146511563
1998	0.0414584649
1999	0.04144654133
