iter	Passed	Remaining
1683	7369	4932
1684	7372	4926
1685	7374	4920
1686	7376	4914
1687	7378	4909
1688	7381	4903
1689	7383	4897
1690	7385	4891
1691	7388	4886
1692	7390	4880
1693	7392	4874
1694	7394	4868
1695	7396	4862
1696	7398	4856
1697	7400	4850
1698	7403	4845
1699	7405	4839
1700	7407	4833
1701	7409	4827
1702	7411	4821
1703	7413	4815
1704	7415	4810
1705	7417	4804
1706	7420	4798
1707	7422	4793
1708	7424	4787
1709	7426	4781
1710	7428	4775
1711	7430	4769
1712	7432	4764
1713	7435	4758
1714	7437	4752
1715	7439	4747
1716	7441	4741
1717	7443	4735
1718	7445	4730
1719	7447	4724
1720	7450	4718
1721	7452	4713
1722	7454	4707
1723	7456	4701
1724	7459	4695
1725	7461	4690
1726	7463	4684
1727	7466	4679
1728	7468	4673
1729	7485	4677
1730	7502	4680
1731	7507	4677
1732	7512	4673
1733	7518	4669
1734	7523	4666
1735	7528	4662
1736	7534	4658
1737	7538	4654
1738	7542	4649
1739	7546	4644
1740	7549	4640
1741	7553	4635
1742	7556	4630
1743	7559	4624
1744	7562	4620
1745	7566	4615
1746	7569	4610
1747	7571	4604
1748	7574	4599
1749	7576	4593
1750	7578	4587
1751	7580	4582
1752	7594	4583
1753	7599	4579
1754	7604	4575
1755	7609	4571
1756	7614	4567
1757	7617	4562
1758	7621	4557
1759	7624	4553
1760	7628	4548
1761	7631	4543
1762	7634	4537
1763	7638	4533
1764	7641	4528
1765	7644	4523
1766	7647	4518
1767	7649	4512
1768	7652	4507
1769	7655	4502
1770	7659	4497
1771	7662	4492
1772	7665	4487
1773	7667	4482
1774	7669	4476
1775	7671	4470
1776	7674	4465
1777	7676	4460
1778	7678	4454
1779	7680	4448
1780	7682	4443
1781	7684	4437
1782	7686	4431
1783	7688	4426
1784	7691	4420
1785	7693	4415
1786	7695	4409
1787	7697	4404
1788	7699	4398
1789	7701	4393
1790	7703	4387
1791	7705	4381
1792	7708	4376
1793	7710	4370
1794	7712	4365
1795	7715	4360
1796	7717	4354
1797	7727	4353
1798	7729	4348
1799	7732	4342
1800	7734	4337
1801	7736	4331
1802	7739	4326
1803	7741	4321
1804	7744	4316
1805	7746	4310
1806	7748	4305
1807	7750	4299
1808	7752	4294
1809	7755	4288
1810	7757	4283
1811	7759	4277
1812	7761	4272
1813	7763	4266
1814	7765	4261
1815	7767	4255
1816	7769	4250
1817	7788	4254
1818	7793	4250
1819	7797	4246
1820	7802	4242
1821	7807	4237
1822	7811	4233
1823	7814	4228
1824	7818	4224
1825	7821	4219
1826	7824	4214
1827	7833	4212
1828	7838	4208
1829	7842	4204
1830	7846	4199
1831	7850	4195
1832	7854	4191
1833	7858	4186
1834	7862	4181
1835	7865	4177
1836	7870	4172
1837	7874	4168
1838	7878	4163
1839	7881	4158
1840	7884	4154
1841	7887	4149
1842	7890	4144
1843	7908	4147
1844	7913	4143
1845	7918	4139
1846	7924	4135
1847	7930	4132
1848	7935	4128
1849	7940	4124
1850	7944	4120
1851	7949	4116
1852	7953	4111
1853	7957	4107
1854	7960	4102
1855	7963	4097
1856	7967	4093
1857	7970	4088
1858	7972	4082
1859	7974	4077
1860	7976	4072
1861	7978	4066
1862	7981	4061
1863	7983	4056
1864	7986	4051
1865	7988	4045
1866	7990	4040
1867	7992	4034
1868	7994	4029
1869	7996	4024
1870	7999	4019
1871	8001	4013
1872	8004	4008
1873	8005	4002
1874	8008	3997
1875	8010	3992
1876	8012	3986
1877	8014	3981
1878	8016	3976
1879	8018	3970
1880	8020	3965
1881	8022	3960
1882	8025	3955
1883	8026	3949
1884	8043	3951
1885	8048	3947
1886	8051	3942
1887	8055	3938
1888	8059	3933
1889	8064	3930
1890	8069	3925
1891	8072	3920
1892	8075	3916
1893	8090	3916
1894	8095	3913
1895	8100	3909
1896	8105	3905
1897	8111	3902
1898	8116	3898
1899	8121	3893
1900	8126	3890
1901	8131	3885
1902	8135	3881
1903	8142	3879
1904	8146	3874
1905	8149	3869
1906	8167	3871
1907	8174	3868
1908	8180	3865
1909	8185	3861
1910	8190	3857
1911	8195	3853
1912	8200	3849
1913	8204	3844
1914	8208	3840
1915	8211	3835
1916	8213	3830
1917	8216	3825
1918	8219	3820
1919	8221	3815
1920	8224	3810
1921	8226	3805
1922	8229	3800
1923	8231	3794
1924	8233	3789
1925	8236	3784
1926	8238	3779
1927	8241	3774
1928	8243	3769
1929	8245	3764
1930	8248	3758
1931	8250	3753
1932	8252	3748
1933	8255	3743
1934	8257	3738
1935	8270	3738
1936	8274	3733
1937	8278	3729
1938	8282	3724
1939	8285	3720
1940	8289	3715
1941	8292	3710
1942	8295	3705
1943	8297	3700
1944	8299	3695
1945	8301	3690
1946	8304	3685
1947	8307	3680
1948	8309	3675
1949	8312	3670
1950	8331	3672
1951	8337	3668
1952	8342	3665
1953	8347	3661
1954	8352	3657
1955	8357	3653
1956	8361	3648
1957	8365	3644
1958	8370	3640
1959	8374	3635
1960	8378	3631
1961	8391	3631
1962	8396	3627
1963	8401	3623
1964	8421	3625
1965	8427	3622
1966	8433	3618
1967	8439	3614
1968	8444	3611
1969	8450	3607
1970	8469	3609
1971	8474	3605
1972	8478	3601
1973	8484	3597
1974	8489	3593
1975	8494	3589
1976	8500	3585
1977	8505	3581
1978	8510	3577
1979	8516	3574
1980	8532	3574
1981	8536	3570
1982	8541	3566
1983	8547	3563
1984	8552	3558
1985	8557	3554
1986	8562	3550
1987	8568	3547
1988	8572	3542
1989	8578	3539
1990	8583	3535
1991	8588	3531
1992	8594	3527
1993	8599	3523
1994	8603	3519
1995	8607	3514
1996	8612	3510
1997	8616	3505
1998	8619	3501
1999	8622	3496
2000	8625	3491
2001	8628	3486
2002	8631	3482
2003	8634	3477
2004	8636	3472
2005	8639	3467
2006	8642	3462
2007	8645	3457
2008	8648	3452
2009	8650	3447
2010	8652	3442
2011	8654	3436
2012	8657	3431
2013	8659	3426
2014	8661	3421
2015	8663	3416
2016	8665	3411
2017	8667	3405
2018	8669	3400
2019	8671	3395
2020	8674	3390
2021	8676	3385
2022	8681	3381
2023	8684	3376
2024	8686	3371
2025	8688	3366
2026	8714	3370
2027	8721	3367
2028	8729	3364
2029	8735	3360
2030	8741	3356
2031	8746	3352
2032	8750	3348
2033	8756	3345
2034	8762	3341
2035	8767	3337
2036	8773	3333
2037	8778	3329
2038	8782	3325
2039	8787	3321
2040	8792	3317
2041	8796	3312
2042	8799	3307
2043	8804	3303
2044	8808	3299
2045	8811	3294
2046	8814	3289
2047	8817	3285
2048	8868	3298
2049	8874	3294
2050	8879	3290
2051	8884	3286
2052	8889	3282
2053	8895	3278
2054	8899	3273
2055	8906	3270
2056	8914	3267
2057	8920	3264
2058	8926	3260
2059	8931	3255
2060	8937	3252
2061	8942	3248
2062	8948	3244
2063	8962	3243
2064	8969	3240
2065	8974	3236
2066	8979	3232
2067	8986	3228
2068	8991	3224
2069	8996	3220
2070	9008	3218
2071	9014	3215
2072	9020	3211
2073	9026	3207
2074	9031	3203
2075	9036	3199
2076	9040	3195
2077	9045	3190
2078	9050	3186
2079	9054	3182
2080	9058	3177
2081	9062	3173
2082	9065	3168
2083	9068	3163
2084	9071	3158
2085	9074	3153
2086	9077	3148
2087	9080	3144
2088	9082	3139
2089	9084	3134
2090	9087	3128
2091	9089	3123
2092	9091	3118
2093	9093	3113
2094	9095	3108
2095	9097	3103
2096	9100	3098
2097	9113	3097
2098	9117	3092
2099	9128	3090
2100	9133	3086
2101	9137	3082
2102	9143	3078
2103	9148	3074
2104	9153	3070
2105	9159	3066
2106	9165	3062
2107	9170	3058
2108	9174	3053
2109	9179	3049
2110	9183	3045
2111	9186	3040
2112	9190	3036
2113	9194	3031
2114	9197	3026
2115	9200	3021
2116	9203	3017
2117	9207	3012
2118	9211	3008
2119	9220	3005
2120	9225	3001
2121	9229	2996
2122	9233	2992
2123	9236	2987
2124	9240	2982
2125	9243	2978
2126	9246	2973
2127	9249	2968
2128	9251	2963
2129	9255	2959
2130	9258	2954
2131	9261	2949
2132	9264	2944
2133	9266	2939
2134	9269	2934
2135	9272	2930
2136	9275	2925
2137	9277	2920
2138	9280	2915
2139	9281	2910
2140	9283	2905
2141	9286	2900
2142	9289	2895
2143	9291	2890
2144	9293	2885
2145	9295	2880
2146	9297	2875
2147	9300	2870
2148	9302	2865
2149	9305	2860
2150	9306	2855
2151	9308	2850
2152	9311	2845
2153	9313	2840
2154	9315	2835
2155	9317	2830
2156	9320	2825
2157	9322	2821
2158	9324	2816
2159	9327	2811
2160	9329	2806
2161	9331	2801
2162	9333	2796
2163	9336	2791
2164	9338	2786
2165	9340	2781
2166	9342	2776
2167	9356	2774
2168	9358	2770
2169	9360	2765
2170	9363	2760
2171	9365	2755
2172	9368	2750
2173	9370	2745
2174	9372	2740
2175	9374	2735
2176	9377	2730
2177	9379	2725
2178	9381	2720
2179	9383	2716
2180	9386	2711
2181	9388	2706
2182	9390	2701
2183	9392	2696
2184	9394	2691
2185	9396	2686
2186	9398	2681
2187	9401	2676
2188	9404	2672
2189	9406	2667
2190	9408	2662
2191	9410	2657
2192	9412	2652
2193	9414	2647
2194	9417	2642
2195	9420	2638
2196	9422	2633
2197	9424	2628
2198	9426	2623
2199	9428	2618
2200	9431	2613
2201	9433	2609
2202	9448	2607
2203	9452	2603
2204	9455	2598
2205	9459	2594
2206	9462	2589
2207	9482	2589
2208	9487	2585
2209	9492	2581
2210	9498	2577
2211	9503	2573
2212	9508	2569
2213	9513	2565
2214	9518	2561
2215	9523	2557
2216	9527	2552
2217	9531	2548
2218	9534	2543
2219	9538	2539
2220	9541	2534
2221	9545	2530
2222	9548	2525
2223	9551	2520
2224	9554	2516
2225	9556	2511
2226	9559	2506
2227	9562	2502
2228	9564	2497
2229	9566	2492
2230	9568	2487
2231	9570	2482
2232	9572	2477
2233	9574	2472
2234	9576	2468
2235	9579	2463
2236	9580	2458
2237	9582	2453
2238	9584	2448
2239	9586	2443
2240	9588	2438
2241	9590	2434
2242	9593	2429
2243	9595	2424
2244	9598	2419
2245	9600	2415
2246	9602	2410
2247	9603	2405
2248	9605	2400
2249	9608	2395
2250	9611	2391
2251	9613	2386
2252	9615	2381
2253	9617	2376
2254	9619	2371
2255	9621	2367
2256	9630	2363
2257	9632	2359
2258	9634	2354
2259	9636	2349
2260	9638	2344
2261	9640	2339
2262	9643	2335
2263	9645	2330
2264	9648	2325
2265	9650	2321
2266	9652	2316
2267	9661	2313
2268	9663	2308
2269	9666	2303
2270	9668	2298
2271	9670	2294
2272	9672	2289
2273	9675	2284
2274	9693	2283
2275	9698	2279
2276	9702	2275
2277	9707	2271
2278	9711	2266
2279	9715	2262
2280	9719	2258
2281	9723	2254
2282	9727	2249
2283	9731	2245
2284	9734	2240
2285	9738	2236
2286	9741	2231
2287	9744	2227
2288	9747	2222
2289	9749	2218
2290	9752	2213
2291	9769	2212
2292	9774	2208
2293	9779	2203
2294	9784	2199
2295	9789	2195
2296	9794	2191
2297	9798	2187
2298	9802	2183
2299	9806	2178
2300	9809	2174
2301	9812	2169
2302	9815	2165
2303	9818	2160
2304	9821	2156
2305	9824	2151
2306	9826	2146
2307	9828	2142
2308	9830	2137
2309	9832	2132
2310	9834	2127
2311	9837	2123
2312	9839	2118
2313	9841	2113
2314	9843	2109
2315	9845	2104
2316	9847	2099
2317	9849	2094
2318	9858	2091
2319	9860	2086
2320	9862	2082
2321	9864	2077
2322	9867	2072
2323	9869	2068
2324	9872	2063
2325	9874	2058
2326	9876	2054
2327	9878	2049
2328	9880	2044
2329	9883	2040
2330	9885	2035
2331	9888	2031
2332	9890	2026
2333	9892	2021
2334	9894	2017
2335	9896	2012
2336	9899	2007
2337	9901	2003
2338	9904	1998
2339	9906	1993
2340	9908	1989
2341	9910	1984
2342	9917	1980
2343	9919	1976
2344	9921	1971
2345	9923	1967
2346	9926	1962
2347	9928	1957
2348	9931	1953
2349	9934	1948
2350	9936	1944
2351	9938	1939
2352	9941	1934
2353	9943	1930
2354	9945	1925
2355	9948	1921
2356	9950	1916
2357	9952	1911
2358	9954	1907
2359	9956	1902
2360	9958	1897
2361	9960	1893
2362	9962	1888
2363	9965	1884
2364	9967	1879
2365	9969	1875
2366	9971	1870
2367	9973	1865
2368	9975	1861
2369	9977	1856
2370	9979	1851
2371	9982	1847
2372	9984	1842
2373	9986	1838
2374	9988	1833
2375	9989	1828
2376	9992	1824
2377	9994	1819
2378	9997	1815
2379	9999	1810
2380	10001	1806
2381	10003	1801
2382	10005	1797
2383	10007	1792
2384	10009	1787
2385	10042	1788
2386	10073	1789
2387	10079	1785
2388	10084	1781
2389	10089	1777
2390	10097	1773
2391	10103	1769
2392	10109	1765
2393	10114	1761
2394	10119	1757
2395	10124	1753
2396	10130	1749
2397	10135	1745
2398	10141	1741
2399	10145	1737
2400	10152	1733
2401	10159	1729
2402	10164	1725
2403	10169	1721
2404	10174	1717
2405	10178	1713
2406	10182	1709
2407	10185	1704
2408	10188	1700
2409	10191	1695
2410	10194	1691
2411	10197	1686
2412	10199	1682
2413	10201	1677
2414	10203	1673
2415	10209	1669
2416	10226	1667
2417	10230	1662
2418	10235	1658
2419	10242	1654
2420	10247	1650
2421	10251	1646
2422	10255	1642
2423	10259	1638
2424	10263	1633
2425	10266	1629
2426	10270	1625
2427	10274	1620
2428	10277	1616
2429	10280	1611
2430	10283	1607
2431	10285	1602
2432	10305	1601
2433	10310	1596
2434	10315	1592
2435	10321	1588
2436	10327	1584
2437	10332	1580
2438	10339	1576
2439	10343	1572
2440	10347	1568
2441	10351	1564
2442	10354	1559
2443	10357	1555
2444	10360	1550
2445	10363	1546
2446	10367	1542
2447	10370	1537
2448	10372	1533
2449	10374	1528
2450	10377	1524
2451	10380	1519
2452	10383	1515
2453	10386	1510
2454	10388	1506
2455	10390	1501
2456	10393	1497
2457	10395	1492
2458	10407	1489
2459	10410	1485
2460	10413	1481
2461	10417	1476
2462	10420	1472
2463	10423	1467
2464	10440	1465
2465	10445	1461
2466	10450	1457
2467	10456	1453
2468	10471	1450
2469	10486	1447
2470	10491	1443
2471	10495	1439
2472	10501	1435
2473	10505	1431
2474	10510	1426
2475	10515	1422
2476	10520	1418
2477	10524	1414
2478	10529	1410
2479	10535	1406
2480	10540	1401
2481	10544	1397
2482	10548	1393
2483	10552	1389
2484	10555	1384
2485	10558	1380
2486	10561	1375
2487	10563	1371
2488	10565	1366
2489	10567	1362
2490	10570	1357
2491	10572	1353
2492	10574	1348
2493	10576	1344
2494	10579	1339
2495	10581	1335
2496	10583	1330
2497	10585	1326
2498	10587	1321
2499	10589	1317
2500	10592	1312
2501	10594	1308
2502	10596	1303
2503	10598	1299
2504	10600	1294
2505	10602	1290
2506	10604	1285
2507	10607	1281
2508	10610	1277
2509	10613	1272
2510	10614	1268
2511	10617	1263
2512	10619	1259
2513	10622	1254
2514	10623	1250
2515	10626	1245
2516	10637	1242
2517	10639	1238
2518	10641	1233
2519	10645	1229
2520	10648	1224
2521	10650	1220
2522	10653	1216
2523	10656	1211
2524	10666	1208
2525	10669	1203
2526	10673	1199
2527	10677	1195
2528	10681	1191
2529	10684	1186
2530	10687	1182
2531	10691	1178
2532	10694	1173
2533	10697	1169
2534	10699	1164
2535	10702	1160
2536	10705	1156
2537	10707	1151
2538	10710	1147
2539	10712	1142
2540	10714	1138
2541	10716	1134
2542	10718	1129
2543	10720	1125
2544	10727	1121
2545	10730	1116
2546	10732	1112
2547	10734	1108
2548	10736	1103
2549	10739	1099
2550	10741	1094
2551	10743	1090
2552	10745	1085
2553	10748	1081
2554	10750	1077
2555	10752	1072
2556	10755	1068
2557	10757	1063
2558	10760	1059
2559	10762	1055
2560	10764	1050
2561	10766	1046
2562	10768	1041
2563	10770	1037
2564	10775	1033
2565	10778	1029
2566	10784	1025
2567	10791	1021
2568	10798	1017
2569	10803	1013
2570	10808	1008
2571	10813	1004
2572	10827	1001
2573	10832	997
2574	10837	993
2575	10842	989
2576	10848	985
2577	10853	980
2578	10858	976
2579	10863	972
2580	10869	968
2581	10874	964
2582	10880	960
2583	10885	956
2584	10890	952
2585	10895	947
2586	10899	943
2587	10903	939
2588	10907	935
2589	10910	930
2590	10913	926
2591	10916	922
2592	10918	917
2593	10920	913
2594	10922	909
2595	10924	904
2596	10927	900
2597	10929	896
2598	10931	891
2599	10933	887
2600	10935	882
2601	10937	878
2602	10939	874
2603	10942	869
2604	10946	865
2605	10948	861
2606	10951	856
2607	10953	852
2608	10955	848
2609	10956	843
2610	10959	839
2611	10961	835
2612	10963	830
2613	10965	826
2614	10967	822
2615	10969	817
2616	10972	813
2617	10975	809
2618	10977	804
2619	10979	800
2620	10980	796
2621	10982	791
2622	10984	787
2623	10986	782
2624	10989	778
2625	10992	774
2626	11010	771
2627	11013	766
2628	11017	762
2629	11020	758
2630	11024	754
2631	11028	750
2632	11030	745
2633	11033	741
2634	11035	737
2635	11037	732
2636	11040	728
2637	11042	724
2638	11044	719
2639	11046	715
2640	11056	711
2641	11073	708
2642	11078	704
2643	11088	700
2644	11093	696
2645	11099	692
2646	11105	688
2647	11110	683
2648	11115	679
2649	11121	675
2650	11126	671
2651	11130	667
2652	11150	664
2653	11156	659
2654	11161	655
2655	11166	651
2656	11172	647
2657	11176	643
2658	11181	639
2659	11185	634
2660	11191	630
2661	11196	626
2662	11201	622
2663	11211	618
2664	11218	614
2665	11226	610
2666	11231	606
2667	11236	602
2668	11257	598
2669	11262	594
2670	11268	590
2671	11274	586
2672	11279	582
2673	11285	578
2674	11304	574
2675	11310	570
2676	11316	566
2677	11322	562
2678	11327	558
2679	11333	553
2680	11338	549
2681	11343	545
2682	11349	541
2683	11354	537
2684	11358	533
2685	11366	528
2686	11371	524
2687	11375	520
2688	11381	516
2689	11385	512
2690	11388	507
2691	11391	503
2692	11394	499
2693	11398	495
2694	11401	490
2695	11403	486
2696	11405	482
2697	11407	477
2698	11410	473
2699	11428	469
2700	11440	465
2701	11447	461
2702	11453	457
2703	11459	453
2704	11465	449
2705	11470	445
2706	11475	440
2707	11480	436
2708	11483	432
2709	11487	428
2710	11490	423
2711	11494	419
2712	11497	415
2713	11499	411
2714	11502	406
2715	11504	402
2716	11506	398
2717	11514	393
2718	11518	389
2719	11520	385
2720	11524	381
2721	11529	376
2722	11531	372
2723	11535	368
2724	11539	364
2725	11542	359
2726	11545	355
2727	11548	351
2728	11550	347
2729	11559	342
2730	11563	338
2731	11566	334
2732	11570	330
2733	11574	325
2734	11577	321
2735	11580	317
2736	11583	313
2737	11586	308
2738	11589	304
2739	11592	300
2740	11595	296
2741	11597	291
2742	11607	287
2743	11612	283
2744	11616	279
2745	11619	275
2746	11623	270
2747	11626	266
2748	11628	262
2749	11631	258
2750	11634	253
2751	11637	249
2752	11640	245
2753	11642	240
2754	11644	236
2755	11647	232
2756	11649	228
2757	11651	223
2758	11654	219
2759	11656	215
2760	11658	211
2761	11661	206
2762	11663	202
2763	11664	198
2764	11675	194
2765	11678	189
2766	11682	185
2767	11686	181
2768	11699	177
2769	11704	173
2770	11710	169
2771	11715	164
2772	11721	160
2773	11725	156
2774	11729	152
2775	11733	147
2776	11738	143
2777	11742	139
2778	11745	135
2779	11749	131
2780	11752	126
2781	11760	122
2782	11765	118
2783	11776	114
2784	11791	110
2785	11797	105
2786	11803	101
2787	11809	97
2788	11815	93
2789	11821	88
2790	11826	84
2791	11830	80
2792	11836	76
2793	11841	72
2794	11846	67
2795	11853	63
2796	11858	59
2797	11863	55
2798	11868	50
2799	11873	46
2800	11877	42
2801	11882	38
2802	11885	33
2803	11888	29
2804	11892	25
2805	11896	21
2806	11899	16
2807	11902	12
2808	11904	8
2809	11907	4
2810	11909	0
